node_id,osm_node_id,osm_highway,lat,lng
65035,4121469533,crossing,-87.6562159,41.9306676
66363,5834513073,crossing,-87.6170351,41.8255752
66364,5834513074,crossing,-87.6170381,41.8257363
66408,7182430715,crossing,-87.6187667,41.8507986
66499,9233058454,crossing,-87.6679462,41.9178689
66504,9233058456,crossing,-87.6679898,41.9180237
66505,9952063957,crossing,-87.6681954,41.9188261
66522,9391285688,crossing,-87.6678202,41.9162005
66525,9234166015,crossing,-87.6678193,41.9160571
66751,9910509733,crossing,-87.6636515,41.8578428
66908,9900764008,crossing,-87.5514691,41.7392845
67313,320405200,crossing,-87.7056966,41.6914257
67344,6579753372,crossing,-87.7637536,41.997455
67575,738189622,crossing,-87.7828368,41.9038956
67754,9902453040,crossing,-87.5660892,41.7409122
67836,2054768929,crossing,-87.7672716,41.7948642
67991,4616438952,crossing,-87.7206699,41.7186539
68002,5530831600,crossing,-87.7081301,41.691387
68182,7070501068,crossing,-87.6876449,41.9294045
68185,7070501069,crossing,-87.6871692,41.9292424
68861,3240592097,crossing,-87.6664969,41.876359
68894,260099497,crossing,-87.6422159,41.9622695
68926,261255500,crossing,-87.6489475,41.6922798
69213,9356169736,crossing,-87.7970742,41.8815338
69231,8926339020,crossing,-87.7022075,41.9685085
69265,741847269,crossing,-87.7999069,41.7572394
69345,9861264505,crossing,-87.6642823,41.8541913
70012,2747976280,crossing,-87.6339539,41.8363343
70015,9408505634,crossing,-87.6297635,41.895742
70016,9408505639,crossing,-87.629759,41.895568
70017,9408505641,crossing,-87.629739,41.8949456
70018,9408505643,crossing,-87.6297335,41.8947788
70019,6936003897,crossing,-87.629711,41.8941415
70048,4156112542,crossing,-87.6295873,41.8844809
70049,2391052811,crossing,-87.6316702,41.884474
70051,6476454875,crossing,-87.6322824,41.8844721
70062,1587752231,crossing,-87.5982498,41.7864887
70194,9553519447,crossing,-87.6052536,41.758584
70195,9553496341,crossing,-87.6042598,41.7585955
70196,9553496345,crossing,-87.6040412,41.7585974
70198,9553496351,crossing,-87.6030453,41.7586057
70199,9553496355,crossing,-87.6028292,41.7586078
70201,9553496358,crossing,-87.6016156,41.75862
70202,9553496371,crossing,-87.6006267,41.7586271
70203,9553496367,crossing,-87.600408,41.7586293
70205,9553496377,crossing,-87.5994108,41.758642
70208,7682812202,crossing,-87.593343,41.7587045
70209,9036869223,crossing,-87.5931414,41.7587062
70211,9553496390,crossing,-87.5921314,41.7587152
70212,9553496394,crossing,-87.5919151,41.758716
70214,9553496399,crossing,-87.5909105,41.7587246
70215,9553496403,crossing,-87.5906945,41.7587261
70217,9553496408,crossing,-87.5896969,41.7587312
70218,9553496412,crossing,-87.5894812,41.758733
70220,9553519417,crossing,-87.5884793,41.7587455
70221,9553519421,crossing,-87.5882687,41.7587477
70222,9553519425,crossing,-87.5862922,41.7587619
70224,9553496362,crossing,-87.6018334,41.758618
70504,5912231027,crossing,-87.6242372,41.8640999
38,348207542,motorway_junction,-87.8269983,41.795642
53,348207094,motorway_junction,-87.8214253,41.7938313
60,734055074,motorway_junction,-87.833265,41.802
66,348205922,motorway_junction,-87.8175217,41.7962391
68,734055765,motorway_junction,-87.8285497,41.7964323
70,26359496,motorway_junction,-87.8243359,41.7932489
73,1282296437,motorway_junction,-87.8910732,41.9772471
77,26703640,motorway_junction,-87.6997239,41.9342299
79,26703891,motorway_junction,-87.6612295,41.9058022
87,26792886,motorway_junction,-87.6601936,41.900116
91,347267029,motorway_junction,-87.6445385,41.8619363
92,25779203,motorway_junction,-87.644383,41.8577727
96,257973326,motorway_junction,-87.6396813,41.9422054
170,271576551,motorway_junction,-87.7940277,41.8012078
173,349897295,motorway_junction,-87.630997,41.7781955
175,26793983,motorway_junction,-87.6147906,41.8532976
186,258019075,motorway_junction,-87.6168511,41.847976
194,349849166,motorway_junction,-87.6315113,41.8417973
196,349882502,motorway_junction,-87.6305468,41.8103643
210,1153867735,motorway_junction,-87.878871,41.9878773
220,29841673,motorway_junction,-87.8740778,41.9950583
224,29840732,motorway_junction,-87.8790936,41.980047
228,6341896531,motorway_junction,-87.6378442,41.8460721
230,287261388,motorway_junction,-87.6464487,41.8866127
236,250755869,motorway_junction,-87.6319332,41.9279075
248,349900122,motorway_junction,-87.6303935,41.837743
265,26098027,motorway_junction,-87.636332,41.8472219
293,219851,motorway_junction,-87.9076432,41.7593116
295,701646,motorway_junction,-87.8638251,41.9884844
298,1223297118,motorway_junction,-87.8237652,41.9842745
300,105287585,motorway_junction,-87.7506992,42.0116504
302,27548986,motorway_junction,-87.9030776,41.8738541
304,27548981,motorway_junction,-87.9112781,41.8722314
310,27198069,motorway_junction,-87.9181323,41.8731895
312,27549084,motorway_junction,-87.9227381,41.8647783
314,27549066,motorway_junction,-87.9174958,41.868063
317,237607016,motorway_junction,-87.9234987,41.8617668
335,102856033,motorway_junction,-87.8787437,41.9821804
337,102856728,motorway_junction,-87.8788749,41.9861776
339,29841507,motorway_junction,-87.8759712,41.9823144
340,29840538,motorway_junction,-87.878109,41.9747774
351,26704238,motorway_junction,-87.7426331,41.9609984
352,305912896,motorway_junction,-87.7431855,41.9615262
353,27367000,motorway_junction,-87.7532265,42.0139954
355,105289016,motorway_junction,-87.7485893,42.006167
358,27367018,motorway_junction,-87.7506392,42.0119309
363,26698326,motorway_junction,-87.8694749,41.9831866
365,110973909,motorway_junction,-87.8677787,41.990038
367,110974685,motorway_junction,-87.8674923,41.9902381
369,258955224,motorway_junction,-87.8693776,41.9780651
370,1411567038,motorway_junction,-87.8685704,41.9807327
371,701638,motorway_junction,-87.8670872,41.9850412
374,110980959,motorway_junction,-87.8704669,41.9842779
377,2199347485,motorway_junction,-87.8658529,41.9962797
379,853374479,motorway_junction,-87.8668799,41.9933775
381,26698342,motorway_junction,-87.8610577,41.9833586
387,26698330,motorway_junction,-87.8672634,41.9832294
389,26683723,motorway_junction,-87.8828938,41.9794562
392,29053375,motorway_junction,-87.8749352,41.9824788
398,1937446430,motorway_junction,-87.8989389,41.9821406
458,29841510,motorway_junction,-87.8794152,41.9808922
475,276560864,motorway_junction,-87.9205841,41.8816749
479,276560368,motorway_junction,-87.9201487,41.9062393
484,345119795,motorway_junction,-87.9303531,41.8615684
508,345120096,motorway_junction,-87.9351748,41.8612905
510,5346774367,motorway_junction,-87.9299945,41.8591338
516,345108415,motorway_junction,-87.9206219,41.8893698
520,237613867,motorway_junction,-87.9294791,41.9092173
526,276565790,motorway_junction,-87.9354812,41.85151
528,253432365,motorway_junction,-87.9203553,41.9015727
530,345119496,motorway_junction,-87.9270806,41.8618931
532,735959401,motorway_junction,-87.9237968,41.9067311
534,237614846,motorway_junction,-87.9291005,41.8529448
543,345119959,motorway_junction,-87.9313885,41.861633
545,237619169,motorway_junction,-87.9307823,41.8611108
547,373855274,motorway_junction,-87.921491,41.7541772
1706,261101265,motorway_junction,-87.8976268,41.760797
2352,250755854,motorway_junction,-87.6276215,41.9153101
2369,26704163,motorway_junction,-87.675191,41.9208312
2371,90725711,motorway_junction,-87.6247437,41.7198801
2372,366639834,motorway_junction,-87.625174,41.7187309
2373,401462151,motorway_junction,-87.6326418,41.7146621
2375,387584291,motorway_junction,-87.6130613,41.7134806
2381,253710971,motorway_junction,-87.91397,41.8751211
2477,257109633,motorway_junction,-87.6491887,41.9743624
2485,257110201,motorway_junction,-87.6486102,41.9712176
2491,271135091,motorway_junction,-87.6477377,41.9674239
2493,271135296,motorway_junction,-87.6468879,41.9638002
2530,257149878,motorway_junction,-87.6523308,41.9812989
2533,4335560700,motorway_junction,-87.6422505,41.947356
2729,258964107,motorway_junction,-87.6249451,41.9052656
2731,26794487,motorway_junction,-87.6458185,41.9575946
2733,26794425,motorway_junction,-87.6364211,41.9388155
2738,258016969,motorway_junction,-87.6224114,41.8478913
2739,713056367,motorway_junction,-87.6198917,41.8476885
2741,258017656,motorway_junction,-87.6311528,41.850453
2743,258017050,motorway_junction,-87.6268182,41.8473199
2745,713243058,motorway_junction,-87.6310724,41.8444913
2749,27729644,motorway_junction,-87.6103629,41.8433761
2758,1647616671,motorway_junction,-87.6446284,41.8735209
2815,1655439783,motorway_junction,-87.6441227,41.8678885
2823,709393601,motorway_junction,-87.6461724,41.8925174
2825,26792901,motorway_junction,-87.6500478,41.8905974
2836,705003083,motorway_junction,-87.6186991,41.8635802
2848,3198513991,motorway_junction,-87.6460431,41.8770444
2887,26098166,motorway_junction,-87.6305341,41.924159
2897,258019910,motorway_junction,-87.6617996,41.8755828
2916,739118620,motorway_junction,-87.616594,41.8826423
3041,26703650,motorway_junction,-87.6872907,41.9273577
3047,26704168,motorway_junction,-87.6784384,41.9226763
3053,26704178,motorway_junction,-87.6905954,41.929581
3212,345104012,motorway_junction,-87.8570111,41.8709604
3218,382900242,motorway_junction,-87.852036,41.7438037
3226,614386724,motorway_junction,-87.591653,41.8133419
3235,330272275,motorway_junction,-87.8681318,42.0070548
3239,339270028,motorway_junction,-87.8675165,41.7611739
3241,339269894,motorway_junction,-87.873198,41.7609234
3265,250774858,motorway_junction,-87.6622996,41.6592396
3269,261090712,motorway_junction,-87.5903633,41.6604318
3278,9110720210,motorway_junction,-87.9188683,41.8595784
3280,536168578,motorway_junction,-87.7952468,41.7193721
3321,26218622,motorway_junction,-87.6810861,41.8758136
3327,385641426,motorway_junction,-87.9171482,41.8238541
3328,385641811,motorway_junction,-87.914359,41.8183294
3331,536169993,motorway_junction,-87.7984234,41.7172953
3347,348206946,motorway_junction,-87.8208521,41.7935035
3354,347274753,motorway_junction,-87.6954268,41.8322873
3360,110980697,motorway_junction,-87.8615978,41.9838479
3362,258957109,motorway_junction,-87.7690608,41.8706401
3369,387576474,motorway_junction,-87.6246333,41.7473649
3377,385642843,motorway_junction,-87.8932847,41.7611627
3383,261093586,motorway_junction,-87.7981762,41.7192031
3385,261091094,motorway_junction,-87.7987422,41.7215159
3387,536169776,motorway_junction,-87.7985156,41.719681
3403,385642930,motorway_junction,-87.8813934,41.7573192
3416,345098472,motorway_junction,-87.6885404,41.8757578
3418,348206735,motorway_junction,-87.8243743,41.7898448
3438,349869118,motorway_junction,-87.6310691,41.8305476
3440,345104073,motorway_junction,-87.8630331,41.8710288
3442,385642295,motorway_junction,-87.9081516,41.7873788
3451,261358481,motorway_junction,-87.8035509,41.7187656
3469,345117359,motorway_junction,-87.9189756,41.8622662
3471,261092785,motorway_junction,-87.7005223,41.8308705
3481,385632580,motorway_junction,-87.9071388,41.7717491
3485,348207210,motorway_junction,-87.8218554,41.7930697
3489,345098644,motorway_junction,-87.7163943,41.8741934
3495,348211684,motorway_junction,-87.8959619,41.7606754
3507,276561724,motorway_junction,-87.9208855,41.8619008
3520,27728972,motorway_junction,-87.6300642,41.8238519
3529,26218702,motorway_junction,-87.8758864,41.8708311
3535,614394783,motorway_junction,-87.5892126,41.6606026
3545,385123882,motorway_junction,-87.6311628,41.8342463
3560,281895452,motorway_junction,-87.7305035,41.8740165
3564,387577573,motorway_junction,-87.6251378,41.7411283
3566,2993316086,motorway_junction,-87.7374483,41.8190594
3570,349875860,motorway_junction,-87.6307895,41.8191211
3574,614394689,motorway_junction,-87.5871146,41.6581759
3589,387569527,motorway_junction,-87.6261176,41.7620818
3597,250352978,motorway_junction,-87.5913836,41.6628597
3601,460019700,motorway_junction,-87.9154328,41.7567422
3603,347276200,motorway_junction,-87.7570436,41.8128688
3613,309816217,motorway_junction,-87.6594618,41.8977198
3615,347276130,motorway_junction,-87.7494918,41.8149612
3629,289547291,motorway_junction,-87.8400178,41.8713616
3636,105288716,motorway_junction,-87.7474225,41.9756292
3649,261104128,motorway_junction,-87.8539553,41.7462803
3651,347276421,motorway_junction,-87.769154,41.8087574
3653,345103901,motorway_junction,-87.838001,41.8712035
3655,261305718,motorway_junction,-87.6478932,41.7144677
3663,938137688,motorway_junction,-87.6586853,41.6963837
3668,385122739,motorway_junction,-87.6297098,41.8132477
3676,345104451,motorway_junction,-87.871587,41.870812
3693,345098841,motorway_junction,-87.7591787,41.8716264
3695,286472730,motorway_junction,-87.84903,41.8711379
3701,392658410,motorway_junction,-87.8530011,41.7435739
3703,261106568,motorway_junction,-87.8556896,41.7429439
3705,385644358,motorway_junction,-87.8027286,41.7148954
3707,385633212,motorway_junction,-87.8074802,41.7202779
3713,345098702,motorway_junction,-87.7247708,41.8737484
3724,261107649,motorway_junction,-87.6902006,41.8751246
3744,345109904,motorway_junction,-87.8801868,41.9076264
3759,261109407,motorway_junction,-87.7513145,41.9869965
3763,385643874,motorway_junction,-87.807975,41.721106
3769,288458460,motorway_junction,-87.8296492,41.8718686
3779,951139737,motorway_junction,-87.8681249,42.0089444
3789,387578595,motorway_junction,-87.6244228,41.7311846
3801,261110959,motorway_junction,-87.6993318,41.8305739
3805,282143051,motorway_junction,-87.8895357,42.0035765
3807,305533028,motorway_junction,-87.7492182,41.9834281
3809,387570886,motorway_junction,-87.6248637,41.7543053
3813,459963727,motorway_junction,-87.6373578,41.7148922
3827,614394714,motorway_junction,-87.5890958,41.6602017
3829,261104121,motorway_junction,-87.8473345,41.745058
3854,392659648,motorway_junction,-87.8676535,41.7648101
3869,349867937,motorway_junction,-87.630349,41.8349299
3871,387576725,motorway_junction,-87.6255473,41.7473585
3879,268166092,motorway_junction,-87.7513301,41.990363
3895,348209491,motorway_junction,-87.8583649,41.7631224
3913,268166075,motorway_junction,-87.7511308,41.9904901
3917,345098562,motorway_junction,-87.6938241,41.8752311
3918,261093785,motorway_junction,-87.6924088,41.8758625
7340,701603,motorway_junction,-87.8841777,41.946952
7342,345113633,motorway_junction,-87.8817264,41.9540999
25262,392657093,motorway_junction,-87.853525,41.740816
39013,25779173,motorway_junction,-87.6571137,41.8950178
39054,26704188,motorway_junction,-87.7080025,41.9394956
39056,26703625,motorway_junction,-87.7156292,41.9421347
39063,250755950,motorway_junction,-87.6738309,41.9197058
39065,2998820402,motorway_junction,-87.6679734,41.9157386
39075,26704212,motorway_junction,-87.7159807,41.9430445
39077,26703435,motorway_junction,-87.7219806,41.9485817
39082,26704226,motorway_junction,-87.7237913,41.9500789
39113,8693882983,motorway_junction,-87.837139,41.9846276
39124,6369617720,motorway_junction,-87.8375065,41.9841729
39231,288470605,motorway_junction,-87.7591449,41.969592
39236,105287619,motorway_junction,-87.7472149,41.9678938
39241,26704233,motorway_junction,-87.7356175,41.9567778
39247,26703426,motorway_junction,-87.7373082,41.9571364
39256,266651196,motorway_junction,-87.7524793,41.9660838
39265,26791860,motorway_junction,-87.7654334,41.9721883
39269,266716439,motorway_junction,-87.7686633,41.973932
39291,702090,motorway_junction,-87.8178229,41.9834316
39298,2998723586,motorway_junction,-87.8149915,41.9824734
39306,266809805,motorway_junction,-87.8015046,41.9825049
39310,26792817,motorway_junction,-87.7951595,41.982555
39317,26792807,motorway_junction,-87.7812421,41.9810569
39321,266814712,motorway_junction,-87.7825121,41.9814717
39330,26698357,motorway_junction,-87.7931539,41.9823322
39391,739118686,motorway_junction,-87.6140031,41.8890803
39401,705003533,motorway_junction,-87.6182901,41.8613172
39403,269449377,motorway_junction,-87.6099498,41.8416372
39407,27729669,motorway_junction,-87.6077205,41.8350594
39412,269449479,motorway_junction,-87.6020614,41.8272045
39416,269449674,motorway_junction,-87.5873246,41.8091485
39448,269450394,motorway_junction,-87.6155138,41.8551057
39455,739119091,motorway_junction,-87.6153454,41.8945724
39461,739118717,motorway_junction,-87.6141318,41.8867789
39563,1647427045,motorway_junction,-87.6498574,41.8757217
39565,385641423,motorway_junction,-87.9192373,41.8385803
39604,281233536,motorway_junction,-87.9379905,41.7452947
39626,29856063,motorway_junction,-87.8752236,41.9965176
39676,287237745,motorway_junction,-87.7059415,41.937904
39678,105287620,motorway_junction,-87.7472227,41.9665629
39685,287237906,motorway_junction,-87.6983384,41.9337589
39687,2998908255,motorway_junction,-87.6903152,41.9294307
39691,709393645,motorway_junction,-87.6516889,41.8917025
39698,709393200,motorway_junction,-87.650078,41.8926555
39721,287260702,motorway_junction,-87.6453583,41.8816597
39724,258023775,motorway_junction,-87.6461442,41.8855158
39726,25779189,motorway_junction,-87.646069,41.8842651
39728,287261610,motorway_junction,-87.6460127,41.8829477
40052,26704235,motorway_junction,-87.7390359,41.9586939
40099,739968170,motorway_junction,-87.6587832,41.8972515
40146,260098652,motorway_junction,-87.6851767,41.926707
40157,1272698314,motorway_junction,-87.6981728,41.9336595
40161,26704186,motorway_junction,-87.7040013,41.9373438
40195,287236713,motorway_junction,-87.7343958,41.9557748
40216,2998739927,motorway_junction,-87.8525051,41.9835033
40400,951131942,motorway_junction,-87.8656796,41.9981729
40410,339269928,motorway_junction,-87.8672212,41.7594585
40412,339270083,motorway_junction,-87.8680891,41.7619357
40414,339270081,motorway_junction,-87.86738,41.7625704
40416,339270059,motorway_junction,-87.8671311,41.7617061
40420,261113466,motorway_junction,-87.8637837,41.7625256
40451,258019905,motorway_junction,-87.6727373,41.8754474
40455,345098154,motorway_junction,-87.6730214,41.875903
40461,345098320,motorway_junction,-87.6799935,41.8753605
40476,345098617,motorway_junction,-87.7043192,41.874503
40481,26218631,motorway_junction,-87.7066608,41.8745178
40533,345099099,motorway_junction,-87.766962,41.8710277
40540,258957106,motorway_junction,-87.7797197,41.8712961
40560,26218732,motorway_junction,-87.7992977,41.8732507
40564,258957083,motorway_junction,-87.8201705,41.872175
40571,258957099,motorway_junction,-87.8085575,41.8739027
40594,345104091,motorway_junction,-87.8633802,41.8711622
40608,345105016,motorway_junction,-87.8823765,41.8695756
40610,27549000,motorway_junction,-87.9071264,41.8731034
40616,26218712,motorway_junction,-87.8905635,41.8700769
40619,345104943,motorway_junction,-87.8881774,41.8694441
40640,385638602,motorway_junction,-87.9175715,41.8641093
40688,345108667,motorway_junction,-87.9204028,41.8868268
40691,27198063,motorway_junction,-87.9196465,41.8824728
40701,9853733141,motorway_junction,-87.9202029,41.8900564
40703,345108487,motorway_junction,-87.9205907,41.8929416
40705,345108665,motorway_junction,-87.9202008,41.8876191
40712,345110558,motorway_junction,-87.8860729,41.9075156
40714,735965348,motorway_junction,-87.8870009,41.9073419
40732,237602159,motorway_junction,-87.939259,41.914099
40734,385636512,motorway_junction,-87.9184513,41.8613166
40795,385641809,motorway_junction,-87.9141556,41.8188432
40797,385641816,motorway_junction,-87.9138025,41.8140118
40818,713242834,motorway_junction,-87.630973,41.8474238
40826,347269293,motorway_junction,-87.6453316,41.8538844
40828,6341896385,motorway_junction,-87.6447064,41.8504909
40831,347268913,motorway_junction,-87.6445547,41.8507418
40834,347269936,motorway_junction,-87.6443335,41.8490968
40847,2991691145,motorway_junction,-87.6590441,41.8418324
40864,2996971004,motorway_junction,-87.649458,41.845413
40868,256180949,motorway_junction,-87.6377447,41.8462074
40905,347274506,motorway_junction,-87.6856638,41.8350641
40907,347274060,motorway_junction,-87.6813526,41.8362678
40922,347274884,motorway_junction,-87.7041858,41.8292542
40928,271268932,motorway_junction,-87.7292598,41.8213578
40931,271268842,motorway_junction,-87.7181807,41.8251289
40974,271576879,motorway_junction,-87.8070325,41.7968771
40977,25779254,motorway_junction,-87.8141156,41.7966677
40985,348206572,motorway_junction,-87.8151027,41.7915079
41016,27549074,motorway_junction,-87.9166751,41.8665513
41042,26794001,motorway_junction,-87.623007,41.8481291
41055,349871906,motorway_junction,-87.6299676,41.8199507
41067,349895792,motorway_junction,-87.6234504,41.7750452
41074,349899720,motorway_junction,-87.6306674,41.8386308
41076,349854410,motorway_junction,-87.6313192,41.8427828
41099,350565744,motorway_junction,-87.6304393,41.8155321
41108,350975487,motorway_junction,-87.6310377,41.8031555
41112,350978134,motorway_junction,-87.6316965,41.7989387
41126,350983602,motorway_junction,-87.6306341,41.7893165
41132,350986673,motorway_junction,-87.6312703,41.7915072
41134,350989641,motorway_junction,-87.6305988,41.7836104
41149,350999654,motorway_junction,-87.6315325,41.783322
41154,349895789,motorway_junction,-87.620232,41.774621
41157,349894571,motorway_junction,-87.6254296,41.7695573
41161,351013124,motorway_junction,-87.6265644,41.7731978
41162,351013865,motorway_junction,-87.6262394,41.768925
41190,351093705,motorway_junction,-87.6078483,41.7657445
41205,351094305,motorway_junction,-87.6002362,41.7602729
41234,351096600,motorway_junction,-87.5811363,41.7465282
41261,351097900,motorway_junction,-87.5659479,41.7355078
41271,351098974,motorway_junction,-87.5606393,41.7316678
41290,351100983,motorway_junction,-87.5308537,41.709259
41434,360575868,motorway_junction,-87.911435,41.758696
41791,219850,motorway_junction,-87.9101245,41.7585879
41912,385632694,motorway_junction,-87.9190067,41.8490622
41914,385632625,motorway_junction,-87.9197458,41.8567368
41916,385640623,motorway_junction,-87.919307,41.8476505
41923,385642833,motorway_junction,-87.9046882,41.7681138
41925,385642933,motorway_junction,-87.8817335,41.7571455
41928,385633230,motorway_junction,-87.8369461,41.7439374
41930,385643725,motorway_junction,-87.8236754,41.7373362
41935,385648228,motorway_junction,-87.7299614,41.6583444
41978,387569278,motorway_junction,-87.6251953,41.7617905
41981,387569701,motorway_junction,-87.6253862,41.7593436
41995,387571145,motorway_junction,-87.6257955,41.7574737
41996,1889135734,motorway_junction,-87.6249837,41.7517795
